Country,Year,Data_Source,Data_Quality_Flag,Population_Total,Birth_Rate_per_1000,Death_Rate_per_1000,Population_Growth_pct,Fertility_Rate,Life_Expectancy_Years,Urbanization_pct,Infant_Mortality_per_1000,GDP_USD,GDP_per_Capita_USD,GDP_Growth_pct,Inflation_pct,Unemployment_pct,Trade_pct_of_GDP,CP_Birth_Rate,CP_Death_Rate,CP_Life_Expectancy,CP_Fertility_Rate,CP_Urbanization_pct,CP_Median_Age,CP_Pop_Growth_pct
Tunisia,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,11528674,18.954,6.041,1.10253911569433,2.275,75.007,68.0623356528248,15.8,44360072680.4476,3847.80354448809,1.117231963992,3.62939937384381,15.557,74.467867169569,15.21,6.35,76.57,2.03,70.0,32.7,0.75
Tunisia,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,11650498,18.168,6.068,1.05116025482594,2.205,75.177,68.2877807617188,15.5,42163530590.9462,3619.03247319953,2.25261437620587,5.30884839565844,15.33,82.6733423682624,15.21,6.35,76.57,2.03,70.0,32.7,0.75
Tunisia,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,11765514,17.344,6.087,0.982378425356264,2.133,75.37,68.5485240272509,15.1,42686504459.801,3628.10366464236,2.60696965356362,7.30759176031652,15.459,89.5669497510742,15.21,6.35,76.57,2.03,70.0,32.7,0.75
Tunisia,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,11875081,16.82,6.099,0.926946081730267,2.1,75.599,68.8206382576031,14.4,41905642418.825,3528.87213306798,1.55009304966742,6.72007532863799,17.153,87.0932836089983,15.21,6.35,76.57,2.03,70.0,32.7,0.75
Tunisia,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,11974057,15.787,6.648,0.830022185577052,2,75.004,69.1043166438476,13.5,42491780918.361,3548.65363663803,-8.97512622934723,5.63415115897625,17.651,75.6828716164821,15.21,6.35,76.57,2.03,70.0,32.7,0.75
Tunisia,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,12048622,13.999,8.348,0.620790374510459,1.8,72.893,69.3997523770568,12.5,47073234359.1819,3906.93926319391,4.73603648206102,5.706350208307,16.632,83.2213901026724,15.21,6.35,76.57,2.03,70.0,32.7,0.75
Tunisia,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,12119334,14.124,6.159,0.585173208533683,1.847,76.05,69.707138648303,11.5,44929920092.7955,3707.29283414381,2.75228761004381,8.30646124447623,15.3,100.638950406793,15.21,6.35,76.57,2.03,70.0,32.7,0.75
Tunisia,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,12200431,13.748,6.071,0.666925034776371,1.832,76.508,70.0266686486584,10.5,48205328303.3398,3951.11683376921,0.184015548469745,9.32899597507865,15.106,94.3256722864176,15.21,6.35,76.57,2.03,70.0,32.7,0.75
Tunisia,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,12277109,13.37,6.128,0.626519256572759,1.818,76.711,70.3585355691955,9.7,51332285656.5422,4181.13789301228,1.61444564976986,7.20661657168794,15.341,89.553775780762,15.21,6.35,76.57,2.03,70.0,32.7,0.75
Turkiye,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,78218479,17.1,5.2,1.33411577030414,2.16,76.539,87.2167107972537,11,865460050683.656,11064.6494504662,5.80557386628684,7.67085364845885,10.304,42.127998826981,,,,,,,
Turkiye,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,79277962,16.6,5.3,1.34542593504869,2.11,76.595,88.1020958581776,10.5,870818016909.84,10984.3643169061,3.32366508200445,7.7751341532833,10.899,40.356996889786,,,,,,,
Turkiye,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,80312698,16.2,5.3,1.29675571220462,2.08,77.037,88.0320472717286,10.1,863874522365.276,10756.3877677883,7.82585730002594,11.1443110840764,10.919,46.6746025679768,,,,,,,
Turkiye,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,81407204,15.4,5.2,1.35360298648434,2,77.454,88.1655749576173,9.7,788356985773.667,9684.11819884721,3.46815306092219,16.3324638988929,10.956,51.7939217091211,,,,,,,
Turkiye,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,82579440,14.4,5.3,1.42969688109789,1.89,77.737,88.6618152857124,9.4,775853144222.613,9395.23378001368,1.30162365464503,15.1768215720022,13.73,50.4190777485282,,,,,,,
Turkiye,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,83384680,13.4,6.1,0.970386031353162,1.77,76.525,88.9303114965222,9.1,733628247119.077,8798.11791709313,1.80306247087255,12.2789574462574,13.148,53.0452584845517,,,,,,,
Turkiye,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,84147318,12.9,6.7,0.910444902564511,1.71,75.722,89.1762048153239,8.8,839938668172.134,9981.76398411336,11.811094450607,19.5964926913324,11.969,59.1281267096302,,,,,,,
Turkiye,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,84979913,12.2,5.9,0.984586244469359,1.63,77.591,89.0381164550781,8.5,926097476913.818,10897.8397861365,5.44122511322401,72.3088359891207,10.465,66.7187866723343,,,,,,,
Turkiye,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,85325965,11.2,6.2,0.406389351118662,1.51,77.156,89.0218446796121,9.8,1141242864657.45,13375.0947282864,5.04512369812289,53.8594087593315,9.388,54.1159133718109,,,,,,,
Turkiye,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,85518661,11,5.7,0.225580501096507,1.48,77.421,89.3443122873887,8,1359123768774.12,15892.7157287241,3.3276230893799,58.5064507300342,8.8,44.5737918737467,,,,,,,
Turkmenistan,2015,World Bank Open Data (API) | citypopulation.de (supplement),Good,6215770,27.466,6.123,2.28610385900461,3.033,69.061,47.0100189007695,33.9,35799714285.7143,5759.497903834,6.49999990951666,,4.016,47.4864125012969,17.85,5.95,71.54,2.04,53.0,29.2,
Turkmenistan,2016,World Bank Open Data (API) | citypopulation.de (supplement),Good,6360041,26.941,6.095,2.2945212778352,2.99,69.142,47.0227025249994,34.1,36169428571.4286,5686.98040962764,6.1999999664301,,4.026,33.0610697273941,17.85,5.95,71.54,2.04,53.0,29.2,
Turkmenistan,2017,World Bank Open Data (API) | citypopulation.de (supplement),Good,6507061,26.272,6.076,2.28530711165221,2.934,69.19,47.0334857399476,34.2,37926285714.2857,5828.4816623489,6.50000004682975,,4.035,31.7167889590333,17.85,5.95,71.54,2.04,53.0,29.2,
Turkmenistan,2018,World Bank Open Data (API) | citypopulation.de (supplement),Good,6655524,25.502,6.039,2.25592915498978,2.875,69.272,47.0423948717765,34.1,40765428571.4286,6125.05169712085,6.19999994137119,,4.036,29.6403114684011,17.85,5.95,71.54,2.04,53.0,29.2,
Turkmenistan,2019,World Bank Open Data (API) | citypopulation.de (supplement),Good,6803944,24.839,5.986,2.20552575085177,2.834,69.405,47.0494562466485,33.9,40810067974.509,5998.0017434754,6.30000004226711,,4.035,33.342262523305,17.85,5.95,71.54,2.04,53.0,29.2,
Turkmenistan,2020,World Bank Open Data (API) | citypopulation.de (supplement),Good,6949912,24.12,6.276,2.12265535789649,2.793,68.846,47.0546961907259,33.4,41509903181.7231,5972.72356566861,5.900000048526,,4.489,23.3317817138738,17.85,5.95,71.54,2.04,53.0,29.2,
Turkmenistan,2021,World Bank Open Data (API) | citypopulation.de (supplement),Good,7092043,23.348,6.044,2.02444537373143,2.754,69.353,47.0581410301711,32.7,40589905812.0364,5723.30227157906,6.20000001747076,,4.458,33.466448685308,17.85,5.95,71.54,2.04,53.0,29.2,
Turkmenistan,2022,World Bank Open Data (API) | citypopulation.de (supplement),Good,7230193,22.635,5.787,1.92922787802207,2.728,69.913,47.0592103414926,32,42208726137.7192,5837.84224538947,6.19999993621698,,4.017,40.2452325724652,17.85,5.95,71.54,2.04,53.0,29.2,
Turkmenistan,2023,World Bank Open Data (API) | citypopulation.de (supplement),Good,7364438,21.74,5.781,1.83970100027524,2.69,70.073,47.0678875054171,31.3,45894538665.5538,6231.91323839698,6.30015758549871,,4.007,40.1507467681125,17.85,5.95,71.54,2.04,53.0,29.2,
Turkmenistan,2024,World Bank Open Data (API) | citypopulation.de (supplement),Good,7494498,20.906,5.836,1.75064111797897,2.661,70.201,47.0875253910294,30.4,51387209872.2994,6856.65802730208,6.2994265836889,,4.02,31.5350843921484,17.85,5.95,71.54,2.04,53.0,29.2,
Turks and Caicos Islands,2015,World Bank Open Data (API) | citypopulation.de (supplement),Good,36605,12.665,6.454,4.34092296180069,1.718,77.321,91.8737937193851,4.1,1078274000,29457.0140691162,11.3148293929929,,,38.4874345481761,13.86,3.46,80.6,1.7,94.0,34.6,1.91
Turks and Caicos Islands,2016,World Bank Open Data (API) | citypopulation.de (supplement),Good,38315,12.785,6.662,4.56566213237616,1.713,77.437,92.1466904484552,3.9,1202078000,31373.5612684327,7.25118627570265,,,32.6933859533242,13.86,3.46,80.6,1.7,94.0,34.6,1.91
Turks and Caicos Islands,2017,World Bank Open Data (API) | citypopulation.de (supplement),Good,39913,12.692,6.796,4.08606209437612,1.704,77.505,92.4155868799755,3.8,1197958000,30014.2309523213,74.5879880544188,,,31.2197923466432,13.86,3.46,80.6,1.7,94.0,34.6,1.91
Turks and Caicos Islands,2018,World Bank Open Data (API) | citypopulation.de (supplement),Good,41559,12.511,6.92,4.04120189777229,1.677,77.596,92.6802596594323,3.7,1314329000,31625.616593277,6.75264845178367,,,27.8469089550638,13.86,3.46,80.6,1.7,94.0,34.6,1.91
Turks and Caicos Islands,2019,World Bank Open Data (API) | citypopulation.de (supplement),Good,43166,12.066,7.04,3.79390439929271,1.617,77.691,92.9404854322845,3.6,1371838000,31780.5217068989,4.98170549382992,,,25.8776910976369,13.86,3.46,80.6,1.7,94.0,34.6,1.91
Turks and Caicos Islands,2020,World Bank Open Data (API) | citypopulation.de (supplement),Good,44386,11.671,7.389,2.78709560637585,1.552,77.499,93.1960408439605,3.4,918387000,20690.9160546118,-33.8170973434652,,,35.8236778177391,13.86,3.46,80.6,1.7,94.0,34.6,1.91
Turks and Caicos Islands,2021,World Bank Open Data (API) | citypopulation.de (supplement),Good,45243,11.198,7.713,1.91238576461203,1.501,77.234,93.4467025398547,3.3,1236459000,27329.2885087196,29.6293781722414,,,33.563587632101,13.86,3.46,80.6,1.7,94.0,34.6,1.91
Turks and Caicos Islands,2022,World Bank Open Data (API) | citypopulation.de (supplement),Good,45847,10.981,7.372,1.32618037626777,1.477,77.918,93.6922471653237,3.2,1434119000,31280.5418020808,14.0871234168153,,,32.9819213049963,13.86,3.46,80.6,1.7,94.0,34.6,1.91
Turks and Caicos Islands,2023,World Bank Open Data (API) | citypopulation.de (supplement),Good,46198,10.738,7.401,0.762674129802692,1.463,78.008,93.9324513656818,3.1,1638653000,35470.2151608295,13.7311481139228,,,27.2785025261602,13.86,3.46,80.6,1.7,94.0,34.6,1.91
Turks and Caicos Islands,2024,World Bank Open Data (API) | citypopulation.de (supplement),Good,46535,10.539,7.39,0.726821053031156,1.452,78.181,94.1670917861964,3,1745378000,37506.7798431288,5.63682517443362,,,26.0688515610945,13.86,3.46,80.6,1.7,94.0,34.6,1.91
Tuvalu,2015,World Bank Open Data (API) | citypopulation.de (supplement),Good,10963,23.339,9.394,-0.1913701773267,3.308,65.365,58.9148502652344,22.2,36811936.0824587,3357.83417700071,10.4166666666667,,,100.51087755102,22.97,8.04,68.07,2.86,64.0,26.6,0.85
Tuvalu,2016,World Bank Open Data (API) | citypopulation.de (supplement),Good,10930,23.76,9.335,-0.301466450395575,3.297,65.51,59.4744768348285,21.5,41629064.2232388,3808.69755015909,5.66037735849056,,,55.2498607142857,22.97,8.04,68.07,2.86,64.0,26.6,0.85
Tuvalu,2017,World Bank Open Data (API) | citypopulation.de (supplement),Good,10869,24.284,9.255,-0.559660160739733,3.301,65.683,59.9531274910912,20.8,45276595.3533146,4165.66338700106,2.44839285714286,,,59.6334591620821,22.97,8.04,68.07,2.86,64.0,26.6,0.85
Tuvalu,2018,World Bank Open Data (API) | citypopulation.de (supplement),Good,10751,24.927,9.18,-1.09159270779589,3.328,65.871,60.5596409590777,20.1,48015259.8751356,4466.12034928245,1.38728384151602,,,52.0667805714535,22.97,8.04,68.07,2.86,64.0,26.6,0.85
Tuvalu,2019,World Bank Open Data (API) | citypopulation.de (supplement),Good,10581,24.867,9.19,-1.59388335810663,3.331,66.109,61.2406529218636,19.4,54123198.5662913,5115.13075950206,13.8220984406966,,,60.9720062268324,22.97,8.04,68.07,2.86,64.0,26.6,0.85
Tuvalu,2020,World Bank Open Data (API) | citypopulation.de (supplement),Good,10399,24.632,9.177,-1.73502922439289,3.309,66.357,61.9212610534937,18.7,51746594.3148543,4976.11254109571,-4.27493206901397,,,65.7048071475499,22.97,8.04,68.07,2.86,64.0,26.6,0.85
Tuvalu,2021,World Bank Open Data (API) | citypopulation.de (supplement),Good,10194,24.35,9.593,-1.99103357602457,3.277,65.824,62.6098296425994,18.2,60196405.7138393,5905.08198095343,1.8041359113616,,,56.4817776025178,22.97,8.04,68.07,2.86,64.0,26.6,0.85
Tuvalu,2022,World Bank Open Data (API) | citypopulation.de (supplement),Good,9992,24.084,9.066,-2.00145390945735,3.244,66.852,63.3065768081154,17.6,59065982.0873657,5911.32727055301,0.677309361438304,,,57.5627438983574,22.97,8.04,68.07,2.86,64.0,26.6,0.85
Tuvalu,2023,World Bank Open Data (API) | citypopulation.de (supplement),Good,9816,23.075,9.138,-1.77710654146662,3.208,67.105,64.0117206689787,17,62280311.5852172,6344.7750188689,3.85280919517032,,,40.1410965418709,22.97,8.04,68.07,2.86,64.0,26.6,0.85
Tuvalu,2024,World Bank Open Data (API) | citypopulation.de (supplement),Partial,9646,21.969,9.268,-1.74703857618302,3.174,67.259,64.7254793441291,16.5,,,,,,,22.97,8.04,68.07,2.86,64.0,26.6,0.85
Uganda,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,37531446,39.007,6.372,3.07329293941893,5.251,63.831,24.9777856560427,40.3,32387183730.1002,862.934610355811,5.18785986002466,5.58968606251725,2.681,24.0681624711798,41.6,5.17,68.58,5.45,25.0,15.7,3.31
Uganda,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,38799152,38.279,6.073,3.32192491389275,5.112,64.494,25.6953567134098,39.1,29203988696.2626,752.696571725656,4.78100029254482,5.70637504616212,3.002,25.0342515744626,41.6,5.17,68.58,5.45,25.0,15.7,3.31
Uganda,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,40177388,37.944,5.82,3.49059590870242,4.987,65.174,26.4139260579546,38.1,30744473841.424,765.218332297361,3.13140551723596,5.20971705914209,3.428,27.6374871263903,41.6,5.17,68.58,5.45,25.0,15.7,3.31
Uganda,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,41565831,37.673,5.613,3.39741097582772,4.867,65.775,27.1280475018884,37.3,32927025619.6795,792.16570022814,6.30392378262997,2.61601190952274,3.249,29.8113777824294,41.6,5.17,68.58,5.45,25.0,15.7,3.31
Uganda,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,42999637,37.212,5.42,3.39132142318772,4.744,66.354,27.8369781799403,36.9,35353061003.4359,822.171150036357,6.43874503276439,2.867588034469,3.057,31.8501416296192,41.6,5.17,68.58,5.45,25.0,15.7,3.31
Uganda,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,44457152,36.803,5.373,3.33341751069644,4.621,66.41,28.5399752271502,36.6,37600368241.6657,845.766463890124,2.95130642218098,3.31332289544502,3.819,32.9784004249706,41.6,5.17,68.58,5.45,25.0,15.7,3.31
Uganda,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,45910930,36.342,5.339,3.21773661761443,4.51,66.45,29.2362957789022,36.4,40529788748.6737,882.791717542504,3.53658034070898,2.20457204757414,3.416,32.2010067235475,41.6,5.17,68.58,5.45,25.0,15.7,3.31
Uganda,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,47312719,35.8,5.035,3.00759449042677,4.388,67.675,29.9251969709665,36.5,45565333210.9108,963.067314117178,4.58802192181773,7.1957888597581,2.885,29.2437233769845,41.6,5.17,68.58,5.45,25.0,15.7,3.31
Uganda,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,48656601,35.201,4.842,2.80083228962433,4.283,68.252,30.6059359395495,36.2,48768955863.3175,1002.30913917142,5.33697295511469,5.35094804280395,2.754,37.0830166031973,41.6,5.17,68.58,5.45,25.0,15.7,3.31
Uganda,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,50015092,34.436,4.767,2.75373170025335,4.165,68.487,31.2777698213557,35.9,53911907086.1525,1077.91278452817,6.05558075875589,3.3233806708656,2.74,40.9927995399674,41.6,5.17,68.58,5.45,25.0,15.7,3.31
Ukraine,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,45784896,9.802,13.015,-0.40865263025121,1.387,72.686,69.1587317201337,9.2,91030967789.0717,2094.47387695313,-9.7729872128676,48.6998646434424,9.14,83.096996370812,9.23,13.9,73.18,1.56,70.0,41.2,-0.49
Ukraine,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,45616832,9.614,12.589,-0.36774838525265,1.391,73.389,69.2102241609089,8.9,93355869403.9223,2158.46118164063,2.44098194492067,13.9127101997797,9.35,80.9933006706305,9.23,13.9,73.18,1.56,70.0,41.2,-0.49
Ukraine,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,45436041,8.779,12.265,-0.397112648136029,1.3,73.993,69.2633108489282,8.7,112090505081.739,2604.28759765625,2.35997228099491,14.4383227488749,9.5,82.8562597093076,9.23,13.9,73.18,1.56,70.0,41.2,-0.49
Ukraine,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,45208907,8.125,13.157,-0.501151978990809,1.233,73.569,69.3157992777909,8.5,130891088293.55,3059.0517578125,3.48836234022659,10.9518559353178,8.799,79.8557039770222,9.23,13.9,73.18,1.56,70.0,41.2,-0.49
Ukraine,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,44957458,7.823,13.079,-0.557746010589576,1.218,73.92,69.3527648708735,8.3,153883047509.577,3619.86157226563,3.19950386354134,7.88671745611133,8.194,72.0378246948228,9.23,13.9,73.18,1.56,70.0,41.2,-0.49
Ukraine,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,44680014,7.555,14.438,-0.619037730087783,1.208,73.283,69.3839100516745,8.2,156617722013.342,3709.76928710938,-3.75281793983162,2.73249209419427,9.475,66.1029918384207,9.23,13.9,73.18,1.56,70.0,41.2,-0.49
Ukraine,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,44298640,6.977,17.134,-0.857231073467664,1.148,71.631,69.4027032653896,8,199765859570.935,4775.94580078125,3.44562065945944,9.36313917695223,9.834,70.5405820106923,9.23,13.9,73.18,1.56,70.0,41.2,-0.49
Ukraine,2022,World Bank Open Data (API) | citypopulation.de (supplement),Good,41048766,5.679,14.188,-7.61932022603164,0.897,72.658,69.42345912103,8,161989520721.19,4199.6708984375,-28.7585842155085,20.1836366617478,,61.3792790776456,9.23,13.9,73.18,1.56,70.0,41.2,-0.49
Ukraine,2023,World Bank Open Data (API) | citypopulation.de (supplement),Good,37732836,5.625,13.13,-8.42300777431605,0.977,73.422,69.4754455027606,7.8,181221517868.744,5139.59814453125,5.53473354963334,12.8490222828559,,54.9421510044492,9.23,13.9,73.18,1.56,70.0,41.2,-0.49
Ukraine,2024,World Bank Open Data (API) | citypopulation.de (supplement),Good,37860221,5.466,13.603,0.33702862573394,0.988,74.692,69.5315643200148,7.6,190741262414.705,5389.47314453125,2.9138222142611,6.50198464669254,,58.1447341786336,9.23,13.9,73.18,1.56,70.0,41.2,-0.49
United Arab Emirates,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,8505237,11.02,1.021,5.38380162241984,1.417,82.076,84.3284383471193,6.1,381973042886.317,44910.334995523,7.08767348587587,4.06996608361593,1.793,147.626648137006,10.87,1.51,79.37,1.65,87.0,38.4,0.62
United Arab Emirates,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,8935095,10.747,1.007,4.93046894788046,1.366,82.195,84.5093991669984,5.8,381717086453.37,42721.0999383185,5.65793329224303,1.61748808904197,1.64,147.126502829107,10.87,1.51,79.37,1.65,87.0,38.4,0.62
United Arab Emirates,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,9223225,10.661,0.97,3.17379785893425,1.35,82.388,84.686675718659,5.6,403365010211.028,43733.6192287435,-1.06137661464977,1.96682557818842,2.462,141.642429446494,10.87,1.51,79.37,1.65,87.0,38.4,0.62
United Arab Emirates,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,9346701,10.248,0.957,1.32986873264335,1.288,82.449,84.8601805824625,5.3,440560108917.631,47135.3591943971,1.53716683173516,3.06863379251996,2.236,143.601744051294,10.87,1.51,79.37,1.65,87.0,38.4,0.62
United Arab Emirates,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,9445785,10.094,0.958,1.0545163442516,1.247,82.596,85.0298263388195,5,433926208304.969,45938.6073581994,1.27134240761141,-1.93108114782172,2.331,156.218957745825,10.87,1.51,79.37,1.65,87.0,38.4,0.62
United Arab Emirates,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,9401038,10.465,1.118,-0.474850154644905,1.289,81.936,85.1955255681984,4.7,357161878829.135,37991.7492971665,-8.69342617885171,-2.07940317940943,4.294,163.023557247707,10.87,1.51,79.37,1.65,87.0,38.4,0.62
United Arab Emirates,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,9575152,9.279,1.258,1.83513009029147,1.162,79.083,85.3571908511355,4.4,422441388699.796,44118.5047192771,4.55278571242283,0.179935336174431,3.105,182.910344646439,10.87,1.51,79.37,1.65,87.0,38.4,0.62
United Arab Emirates,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,10074977,9.295,1.18,5.08834153373914,1.148,80.487,85.5147347682487,4.2,511403403675.97,50759.7589231191,7.51448425801082,5.29122604376849,2.872,183.048058200475,10.87,1.51,79.37,1.65,87.0,38.4,0.62
United Arab Emirates,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,10483751,9.774,0.932,3.97717097504667,1.2,82.909,85.6680699002526,4,522622191967.325,49850.6872175164,4.30118228020602,1.62670837213248,2.151,199.145963565411,10.87,1.51,79.37,1.65,87.0,38.4,0.62
United Arab Emirates,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,10986400,9.819,0.972,4.68316095317394,1.213,83.069,85.8171088279791,3.8,552324846834.581,50273.5060469837,3.99180705485398,1.66336510224894,2.16,207.764145787865,10.87,1.51,79.37,1.65,87.0,38.4,0.62
United Kingdom,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,65088000,11.9,9.2,0.721624002974263,1.8,80.9560975609756,81.8243772295647,3.9,2945579890258.46,45255.3449216209,2.14040560033371,0.36804684232536,5.552,37.2033026034763,,,,,,,
United Kingdom,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,65607000,11.8,9.1,0.79421971482011,1.79,81.1560975609756,82.0229991698295,3.8,2706807606538.73,41257.9085545556,2.20652020635357,1.0084173681141,4.909,38.7019379386028,,,,,,,
United Kingdom,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,65966000,11.4,9.2,0.545706020084833,1.74,81.2560975609756,82.23065673273,3.8,2699118387873.1,40916.8115070354,3.02322219840339,2.55775577557747,4.501,40.087126406212,,,,,,,
United Kingdom,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,66289000,11,9.2,0.488451313281444,1.68,81.2560975609756,82.4465657551295,3.8,2897028009916.05,43702.9976303165,1.55133095078786,2.29283990345938,4.145,40.0026853738836,,,,,,,
United Kingdom,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,66631000,10.645,9.019,0.514596380840432,1.632,81.3691219512195,82.6699420738913,3.8,2875710080015.3,43158.7411267323,1.25629899760824,1.73810460086513,3.657,40.2069043063565,,,,,,,
United Kingdom,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,66744000,10.204,10.268,0.169447088341033,1.571,80.331756097561,82.9000015258789,3.9,2724001478304.59,40812.6794663879,-10.047896637362,0.989486703772491,4.472,38.0976298385091,,,,,,,
United Kingdom,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,66984000,10.241,9.784,0.358937930235741,1.583,80.6473170731707,82.9886431523641,3.9,3194559188925.93,47691.3768799404,8.5431118453255,2.51837109614213,4.864,36.5390631686012,,,,,,,
United Kingdom,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,67604000,10.1,9.512,0.921336799385098,1.56,81.0112195121951,83.0753982997505,4,3181244350465.41,47057.043229179,5.14970388522993,7.92204883147902,3.768,43.0568308844181,,,,,,,
United Kingdom,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,68492000,10.023,9.518,1.30497972307431,1.56,81.2380975609756,83.1601932891335,4.1,3420796653789.08,49944.4702124201,0.271650048355255,6.79396706793963,4.025,38.4869412960194,,,,,,,
United Kingdom,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,69226000,9.892,9.701,1.0659564474212,1.551,81.3868536585366,83.2429544416085,4.1,3686033044482.13,53246.3676145108,1.1264226705118,3.2715729463592,4.361,36.0438439907329,,,,,,,
United States,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,321815121,12.4,8.44,0.797904713382564,1.8435,78.690243902439,80.5707989535091,5.8,18206020741000,56572.9188996063,2.94555045484053,0.118627135552451,5.28,20.9703869632651,,,,,,,
United States,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,324353340,12.2,8.493,0.785625485688815,1.8205,78.5390243902439,80.4976645324131,5.7,18695110842000,57638.1018367192,1.81945147788167,1.26158320570536,4.869,19.7975023057101,,,,,,,
United States,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,326608609,11.8,8.638,0.692906252591617,1.7655,78.5390243902439,80.4018678392891,5.6,19477336549000,59635.0984397965,2.45762229852507,2.13011000365961,4.355,20.3043624062811,,,,,,,
United States,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,328529577,11.6,8.678,0.586433075122573,1.7295,78.6390243902439,80.2804567987377,5.6,20533057312000,62499.8744390068,2.96650506901305,2.44258329692817,3.896,20.835684306495,,,,,,,
United States,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,330226227,11.4,8.697,0.515108555014533,1.706,78.7878048780488,80.1304793353594,5.5,21380976119000,64746.4506778863,2.58382533412825,1.81221007526021,3.669,19.6932355967522,,,,,,,
United States,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,331577720,10.9,10.27,0.408427566758519,1.6415,76.9804878048781,79.997451762548,5.5,21060473613000,63515.9491807833,-2.16302914036166,1.23358439630629,8.055,18.1945908264603,,,,,,,
United States,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,332099760,11,10.4,0.157317408951545,1.664,76.3292682926829,80.0074765140272,5.5,23315080560000,70205.050916026,6.05505293244555,4.69785886363742,5.349,20.1140801891357,,,,,,,
United States,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,334017321,11,9.8,0.575744520494521,1.6565,77.4341463414634,80.0324978239707,5.5,25604848907611,76657.2488844403,2.51237531986017,8.00279982052121,3.65,21.2338999523793,,,,,,,
United States,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,336806231,10.7,9.2,0.83149318773707,1.6165,78.3853658536585,80.071561119178,5.5,27292170793214.4,81032.262117545,2.88755600749487,4.11633838374488,3.638,19.0028709672646,,,,,,,
