Country,Year,Data_Source,Data_Quality_Flag,Population_Total,Birth_Rate_per_1000,Death_Rate_per_1000,Population_Growth_pct,Fertility_Rate,Life_Expectancy_Years,Urbanization_pct,Infant_Mortality_per_1000,GDP_USD,GDP_per_Capita_USD,GDP_Growth_pct,Inflation_pct,Unemployment_pct,Trade_pct_of_GDP,CP_Birth_Rate,CP_Death_Rate,CP_Life_Expectancy,CP_Fertility_Rate,CP_Urbanization_pct,CP_Median_Age,CP_Pop_Growth_pct
Afghanistan,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,33831764,39.364,7.528,3.11995924146907,5.652,62.27,24.4649118421568,64,19134221644.7325,565.569730408751,1.45131466066431,-0.661709164713741,9.032,43.3464195931026,36.08,12.57,53.25,4.72,26.0,19.5,2.34
Afghanistan,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,34700612,38.732,7.32,2.53571991833963,5.542,62.646,24.6588345720126,61.9,18116572395.0772,522.082215583898,2.26031420279821,4.38389195513914,10.116,39.3562305524053,36.08,12.57,53.25,4.72,26.0,19.5,2.34
Afghanistan,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,35688935,38.171,7.315,2.80833730805469,5.433,62.406,24.8352821238871,60.1,18753456497.8159,525.469770891619,2.6470032027451,4.97595150553832,11.184,41.5283443929765,36.08,12.57,53.25,4.72,26.0,19.5,2.34
Afghanistan,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,36743039,37.624,7.271,2.91080959861384,5.327,62.443,24.9991645191406,58.3,18053222687.4126,491.337221382603,1.18922812944517,0.626149149168846,11.192,45.8754658013193,36.08,12.57,53.25,4.72,26.0,19.5,2.34
Afghanistan,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,37856121,37.138,7.064,2.98438913621969,5.238,62.941,25.1437258839803,56.6,18799444490.1128,496.6025042585,3.91160341625552,2.30237251516833,11.187,40.6448180105462,36.08,12.57,53.25,4.72,26.0,19.5,2.34
Afghanistan,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,39068979,36.601,7.565,3.15360920291972,5.145,61.454,25.2622103446137,54.9,19955929052.1496,510.787063366811,-2.35110067203466,5.60188791482224,11.71,36.6557727324253,36.08,12.57,53.25,4.72,26.0,19.5,2.34
Afghanistan,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,40000412,36.342,8.002,2.35609779179185,5.039,60.417,25.3478620272481,53.2,14259995441.0759,356.496214115892,-20.7388393676343,5.13320340824962,12.006,43.8008555178664,36.08,12.57,53.25,4.72,26.0,19.5,2.34
Afghanistan,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,40578842,36.045,5.993,1.43570437048699,4.932,65.617,25.3939250580909,51.6,14497243872.1337,357.261152798144,-6.24017199240269,13.7121023720064,14.1,32.0681644111416,36.08,12.57,53.25,4.72,26.0,19.5,2.34
Afghanistan,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,41454761,35.437,5.797,2.13559384981397,4.84,66.035,25.4730529631167,49.9,17152234636.8715,413.757894705303,2.26694373649188,-4.64470870797774,14.008,27.4424883967104,36.08,12.57,53.25,4.72,26.0,19.5,2.34
Afghanistan,2024,World Bank Open Data (API) | citypopulation.de (supplement),Good,42647492,35.007,5.702,2.83657317243522,4.761,66.289,25.7007352636188,48.3,,,,-6.60118564073725,13.687,21.4181363539681,36.08,12.57,53.25,4.72,26.0,19.5,2.34
Albania,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2731293,12.431,7.245,-1.54312006878448,1.631,78.358,55.1579291374894,7.6,11470171826.9575,4199.53912925398,2.2277040745779,1.89617402592356,17.193,54.218891345498,12.86,7.27,79.23,1.53,62.0,34.3,0.24
Albania,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2689469,11.873,7.288,-1.54313470861992,1.555,78.643,55.5738734464276,7.6,11988668784.6628,4457.63412207495,3.90893551362245,1.27543168367423,15.418,54.8184299528536,12.86,7.27,79.23,1.53,62.0,34.3,0.24
Albania,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2648285,11.416,7.373,-1.54315156766944,1.486,78.9,55.980276426546,7.7,13258268435.6048,5006.36012951959,3.28317593330073,1.98666133171194,13.616,57.0436481712026,12.86,7.27,79.23,1.53,62.0,34.3,0.24
Albania,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2607733,10.898,7.375,-1.54309991591532,1.415,79.238,56.377000259892,7.8,15379508329.7568,5897.65452588774,3.67141928098908,2.02805963071134,12.304,57.1864835430605,12.86,7.27,79.23,1.53,62.0,34.3,0.24
Albania,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2567801,10.757,7.473,-1.54313709096794,1.395,79.467,56.7639071287255,8,15585111614.0376,6069.43903131027,2.06257790176122,1.41109078954242,11.466,55.264281792132,12.86,7.27,79.23,1.53,62.0,34.3,0.24
Albania,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2528480,10.536,9.08,-1.54315589345436,1.371,77.824,57.1408592155544,8.1,15241458744.5927,6027.91350716348,-3.31375636888916,1.6208866171702,11.639,52.9870541614998,12.86,7.27,79.23,1.53,62.0,34.3,0.24
Albania,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2489762,10.512,10.262,-1.54312080996395,1.365,76.844,57.5077187031778,8.3,18031989573.0294,7242.45513146613,8.96957619074095,2.04147163139544,11.474,62.5388560387542,12.86,7.27,79.23,1.53,62.0,34.3,0.24
Albania,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2451636,10.305,8.709,-1.54315667695786,1.355,78.769,57.8643477747383,8.3,19017247013.8821,7756.96188744253,4.8268006234359,6.72520271530059,10.785,66.8235522771698,12.86,7.27,79.23,1.53,62.0,34.3,0.24
Albania,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2414095,10.244,8.332,-1.54310811387613,1.348,79.602,58.2106086137857,8.3,23491242727.4082,9730.86921906893,4.01541716935742,4.75834555150038,10.669,55.629240869207,12.86,7.27,79.23,1.53,62.0,34.3,0.24
Albania,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2377128,10.131,8.457,-1.54314393524594,1.341,79.776,58.5463634043555,8.3,27046429296.6673,11377.7757431099,4.04592845095348,2.21587375089991,10.689,50.3282701412911,12.86,7.27,79.23,1.53,62.0,34.3,0.24
Algeria,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,40019529,25.811,4.645,2.05624795728459,3.091,75.159,70.1433070861612,21.9,187493855609.345,4685.05902729002,3.20000000089023,4.78444700693889,11.206,46.0655095705949,19.24,4.32,77.79,2.55,74.0,28.9,1.41
Algeria,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,40850721,25.439,4.647,2.05569111181654,3.091,75.31,70.7353778263851,21.6,180763839522.151,4424.98529027556,3.90000000017621,6.39769480268756,10.202,42.6606340094642,19.24,4.32,77.79,2.55,74.0,28.9,1.41
Algeria,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,41689299,25.015,4.66,2.03200060784518,3.09,75.431,71.3227912436551,21.3,189880896903.073,4554.66753957828,1.49999999895587,5.59111590961663,12,42.7899811540678,19.24,4.32,77.79,2.55,74.0,28.9,1.41
Algeria,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,42505035,24.063,4.667,1.93780623340147,3.019,75.555,71.905249845153,21,194554483655.528,4577.21029180491,1.40000000088281,4.26999020467083,12.112,45.2968229485962,19.24,4.32,77.79,2.55,74.0,28.9,1.41
Algeria,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,43294546,23.379,4.681,1.84041291439333,2.997,75.682,72.4824561380175,20.7,193459662090.677,4468.45341883656,0.899999999219148,1.95176821052891,12.302,41.3233431383382,19.24,4.32,77.79,2.55,74.0,28.9,1.41
Algeria,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,44042091,22.43,5.988,1.71191216459393,2.94,73.257,73.0541126293395,20.4,164873415325.201,3743.5419522929,-4.99999999908597,2.41513094083413,14.08,34.8625033857803,19.24,4.32,77.79,2.55,74.0,28.9,1.41
Algeria,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,44761099,21.392,4.96,1.61936460233826,2.87,75.208,73.6199218261573,20.2,186231205262.082,4160.55926736925,3.79999999900707,7.22606307415477,13.656,40.8647948623329,19.24,4.32,77.79,2.55,74.0,28.9,1.41
Algeria,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,45477389,20.491,4.602,1.58758210690673,2.817,76.129,74.1795862354514,20,225581644702.568,4960.30334332888,3.60000000094915,9.26551551551552,12.382,46.3628147307366,19.24,4.32,77.79,2.55,74.0,28.9,1.41
Algeria,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,46164219,19.625,4.641,1.49897601193923,2.766,76.261,74.732808364138,19.7,247923887214.655,5370.477235078,4.10000000005964,9.32217375928322,11.645,39.7367922497532,19.24,4.32,77.79,2.55,74.0,28.9,1.41
Algeria,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,46814308,18.837,4.618,1.39838651912702,2.723,76.475,75.2792907190618,19.5,269322281664.773,5752.99076651465,3.69999999907979,4.04611455313434,11.655,35.1920381091874,19.24,4.32,77.79,2.55,74.0,28.9,1.41
American Samoa,2015,World Bank Open Data (API) | citypopulation.de (supplement),Good,52878,19.821,5.574,-1.10585645130594,2.78,72.654,84.668670649093,,673000000,12727.4102651386,3.14960629921259,,,156.612184249629,17.19,6.0,75.06,2.28,87.0,27.2,-2.1
American Samoa,2016,World Bank Open Data (API) | citypopulation.de (supplement),Good,52245,19.141,5.75,-1.20431808595042,2.699,72.64,84.2862824389061,,671000000,12843.3342903627,-1.67938931297709,,,155.439642324888,17.19,6.0,75.06,2.28,87.0,27.2,-2.1
American Samoa,2017,World Bank Open Data (API) | citypopulation.de (supplement),Good,51586,18.206,5.846,-1.26938746413556,2.598,72.801,83.8890385422071,,612000000,11863.6839452565,-6.98757763975155,,,162.091503267974,17.19,6.0,75.06,2.28,87.0,27.2,-2.1
American Samoa,2018,World Bank Open Data (API) | citypopulation.de (supplement),Good,50908,17.204,6.011,-1.32302357149178,2.494,72.794,83.4779973316097,,639000000,12552.0546868861,2.6711185308848,,,161.189358372457,17.19,6.0,75.06,2.28,87.0,27.2,-2.1
American Samoa,2019,World Bank Open Data (API) | citypopulation.de (supplement),Good,50209,16.304,6.191,-1.38257886328442,2.404,72.751,83.0542171797274,,647000000,12886.1359517218,-0.487804878048777,,,164.605873261206,17.19,6.0,75.06,2.28,87.0,27.2,-2.1
American Samoa,2020,World Bank Open Data (API) | citypopulation.de (supplement),Good,49761,15.658,6.35,-0.896274880494128,2.36,72.672,82.6240780620716,,721000000,14489.2586563775,4.41176470588236,,,162.968099861304,17.19,6.0,75.06,2.28,87.0,27.2,-2.1
American Samoa,2021,World Bank Open Data (API) | citypopulation.de (supplement),Good,49225,15.649,6.583,-1.0829920166826,2.327,72.708,82.2127091544092,,750000000,15236.1604875571,-0.782472613458523,,,146.4,17.19,6.0,75.06,2.28,87.0,27.2,-2.1
American Samoa,2022,World Bank Open Data (API) | citypopulation.de (supplement),Good,48342,15.522,6.815,-1.81008765020754,2.305,72.752,81.794797704649,,871000000,18017.4589383973,1.73501577287065,,,117.680826636051,17.19,6.0,75.06,2.28,87.0,27.2,-2.1
American Samoa,2023,World Bank Open Data (API) | citypopulation.de (supplement),Partial,47521,15.388,7.021,-1.71290294190977,2.286,72.852,81.3721542708222,,,,,,,,17.19,6.0,75.06,2.28,87.0,27.2,-2.1
American Samoa,2024,World Bank Open Data (API) | citypopulation.de (supplement),Partial,46765,14.994,7.293,-1.60366587175019,2.267,72.992,80.9446986961818,,,,,,,,17.19,6.0,75.06,2.28,87.0,27.2,-2.1
Andorra,2015,World Bank Open Data (API) | citypopulation.de (supplement),Good,72174,9.132,5.673,-2.14248382559065,1.223,84.532,88.5180850122057,3.3,2789882569.1005,38654.95287916,1.43414039522716,,,49.60782275672,6.91,7.86,83.23,1.44,88.0,46.2,-0.1
Andorra,2016,World Bank Open Data (API) | citypopulation.de (supplement),Good,72181,8.432,5.412,0.00969831319383994,1.184,84.489,88.5027454634853,3.2,2896611878.6258,40129.8385811474,3.70967806978986,,,50.0930073064665,6.91,7.86,83.23,1.44,88.0,46.2,-0.1
Andorra,2017,World Bank Open Data (API) | citypopulation.de (supplement),Good,73763,7.831,5.436,2.16803975005007,1.129,84.359,88.4977035522461,3.1,3000160414.63795,40672.9717424447,0.346071889630295,,,53.1971554658554,6.91,7.86,83.23,1.44,88.0,46.2,-0.1
Andorra,2018,World Bank Open Data (API) | citypopulation.de (supplement),Good,75162,7.159,5.48,1.87885332176802,1.053,84.242,88.5080998493791,3,3218418631.67579,42819.7577456133,1.58876549046354,,,54.0016759440349,6.91,7.86,83.23,1.44,88.0,46.2,-0.1
Andorra,2019,World Bank Open Data (API) | citypopulation.de (supplement),Good,76474,6.993,5.56,1.73050296926809,1.045,84.098,88.5391793666245,2.9,3155150255.91195,41257.816459345,2.01554763848308,,,,6.91,7.86,83.23,1.44,88.0,46.2,-0.1
Andorra,2020,World Bank Open Data (API) | citypopulation.de (supplement),Good,77380,6.831,8.285,1.17775354895761,1.028,79.418,88.5907780427517,2.8,2891002460.29153,37361.1070081615,-11.1839399355384,,,57.488709291254,6.91,7.86,83.23,1.44,88.0,46.2,-0.1
Andorra,2021,World Bank Open Data (API) | citypopulation.de (supplement),Good,78364,6.828,6.983,1.26362889534188,1.058,82.331,88.6627318165299,2.7,3324648075.56293,42425.7066454357,8.28677879049404,,,51.9453476202165,6.91,7.86,83.23,1.44,88.0,46.2,-0.1
Andorra,2022,World Bank Open Data (API) | citypopulation.de (supplement),Good,79705,6.85,5.948,1.69676808598242,1.071,84.016,88.7548766267286,2.6,3380611694.73392,42414.0479861228,9.56461225648184,,,66.5560023798325,6.91,7.86,83.23,1.44,88.0,46.2,-0.1
Andorra,2023,World Bank Open Data (API) | citypopulation.de (supplement),Good,80856,6.859,6.076,1.43374756867515,1.082,84.041,88.8201609217082,2.5,3785065524.84754,46812.4261013102,2.58355480961319,,,59.3648903895926,6.91,7.86,83.23,1.44,88.0,46.2,-0.1
Andorra,2024,World Bank Open Data (API) | citypopulation.de (supplement),Good,81938,6.852,6.139,1.32930689449906,1.087,84.188,88.8850044816278,2.4,4039842405.48117,49303.6491674336,3.37182032638998,,,56.7101329718115,6.91,7.86,83.23,1.44,88.0,46.2,-0.1
Angola,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,28157798,41.847,8.809,3.60507162233632,5.774,61.042,63.51567832685,38.8,102543067840.732,3641.72893919944,0.763177710914789,9.35597215533783,16.472,52.5379249269936,42.22,8.24,61.71,5.9,67.0,15.9,3.38
Angola,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,29183070,41.183,8.476,3.57644143982026,5.686,61.619,64.2992302517989,37.6,59878249719.3279,2051.81462126253,-1.70053036291208,30.6944150806719,16.572,67.8526847234907,42.22,8.24,61.71,5.9,67.0,15.9,3.38
Angola,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,30234839,40.595,8.192,3.54061221486272,5.6,62.122,65.0850525086068,36.7,84376935689.3366,2790.71886869768,-0.149396225571834,29.8444799015679,16.617,58.1628138057663,42.22,8.24,61.71,5.9,67.0,15.9,3.38
Angola,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,31297155,40.057,7.928,3.45323300897802,5.519,62.622,65.8732136723372,36,89512794227.495,2860.0936483682,-0.59441122698307,19.628937970152,16.602,63.1820294384555,42.22,8.24,61.71,5.9,67.0,15.9,3.38
Angola,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,32375632,39.539,7.701,3.38788422184303,5.442,63.051,66.6637823180533,35.5,80734428592.5368,2493.67884440177,-0.204680245744115,17.080954143438,16.497,61.1808380403475,42.22,8.24,61.71,5.9,67.0,15.9,3.38
Angola,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,33451132,39.127,7.628,3.26795864914978,5.371,63.116,67.4568270208187,34.9,58852456453.8769,1759.35619918264,-4.04244724639663,22.2715392470509,16.696,53.4778017713936,42.22,8.24,61.71,5.9,67.0,15.9,3.38
Angola,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,34532429,38.67,7.619,3.18132259995095,5.304,62.958,68.2524163556969,34.4,79559543805.2963,2303.90812662776,2.10275251923413,25.754294884189,15.799,57.6310494089933,42.22,8.24,61.71,5.9,67.0,15.9,3.38
Angola,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,35635029,38.102,7.097,3.14302612044601,5.209,64.246,69.0506188977513,33.7,131212208930.344,3682.1131513698,4.21600258475137,21.3552901320822,14.124,52.6460156132811,42.22,8.24,61.71,5.9,67.0,15.9,3.38
Angola,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,36749906,37.588,6.925,3.08065530722915,5.124,64.617,69.8515032220457,33,107167747140.127,2916.13663284275,1.26330814020108,13.6441017767714,14.051,51.5099005746762,42.22,8.24,61.71,5.9,67.0,15.9,3.38
Angola,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,37885849,37.158,6.84,3.04419972245653,5.048,64.805,70.6551379036435,32.1,100998916781.079,2665.87444776753,4.42390664406875,28.2404948915772,14.02,53.6391891384613,42.22,8.24,61.71,5.9,67.0,15.9,3.38
Antigua and Barbuda,2015,World Bank Open Data (API) | citypopulation.de (supplement),Good,89409,12.587,6.069,0.722892009464778,1.567,76.892,25,8.6,1437485185.18519,16077.6340769406,1.42161997595372,0.968993458825638,,35.8264561824792,15.3,5.63,77.55,1.96,24.0,32.7,1.17
Antigua and Barbuda,2016,World Bank Open Data (API) | citypopulation.de (supplement),Good,89969,11.657,6.142,0.624381829779871,1.458,76.968,24.9239807471655,8.4,1489603703.7037,16556.8551801588,4.1203675438061,-0.489437796230498,,36.1841205590351,15.3,5.63,77.55,1.96,24.0,32.7,1.17
Antigua and Barbuda,2017,World Bank Open Data (API) | citypopulation.de (supplement),Good,90468,11.796,6.228,0.553103046635761,1.485,77.03,24.8500263836871,8.3,1534855555.55556,16965.7288273816,2.71272657973627,2.43248789041362,,37.462808660967,15.3,5.63,77.55,1.96,24.0,32.7,1.17
Antigua and Barbuda,2018,World Bank Open Data (API) | citypopulation.de (supplement),Good,90926,10.822,6.312,0.504979187034594,1.371,77.132,24.7781432093764,8.1,1661529629.62963,18273.4270684912,6.71200487159726,1.20715793367007,,43.6344911984271,15.3,5.63,77.55,1.96,24.0,32.7,1.17
Antigua and Barbuda,2019,World Bank Open Data (API) | citypopulation.de (supplement),Good,91364,11.5,6.448,0.480553889847623,1.468,77.168,24.708337524045,8,1726448148.14815,18896.3721832248,3.1722219373937,1.43135598182983,,42.8046449464862,15.3,5.63,77.55,1.96,24.0,32.7,1.17
Antigua and Barbuda,2020,World Bank Open Data (API) | citypopulation.de (supplement),Good,91846,12.18,6.605,0.526173366134419,1.569,77.161,24.6406156275043,7.8,1411637037.03704,15369.6082250401,-18.8687765208148,0.625989707046719,,36.8366645502201,15.3,5.63,77.55,1.96,24.0,32.7,1.17
Antigua and Barbuda,2021,World Bank Open Data (API) | citypopulation.de (supplement),Good,92349,12.135,6.806,0.546161676855974,1.58,77.197,24.574983819566,7.6,1602125925.92593,17348.6006987182,8.17286311186622,2.06299638545334,,38.3864957209634,15.3,5.63,77.55,1.96,24.0,32.7,1.17
Antigua and Barbuda,2022,World Bank Open Data (API) | citypopulation.de (supplement),Good,92840,12.001,6.771,0.530270318994476,1.58,77.483,24.5114484000414,7.4,1866566666.66667,20105.1989085164,9.10780623385958,7.53107834634288,,45.1095594406843,15.3,5.63,77.55,1.96,24.0,32.7,1.17
Antigua and Barbuda,2023,World Bank Open Data (API) | citypopulation.de (supplement),Good,93316,11.848,6.893,0.511400156215609,1.578,77.598,24.4500156687422,7.2,2005785185.18518,21494.5474000727,2.42736300110336,5.06713865364212,,43.6238140785358,15.3,5.63,77.55,1.96,24.0,32.7,1.17
Antigua and Barbuda,2024,World Bank Open Data (API) | citypopulation.de (supplement),Good,93772,11.747,7.028,0.487472101887911,1.582,77.766,24.3906919254799,7,2207622874.07407,23542.4526945578,3.65638765956977,6.19886698842115,,38.7747386590667,15.3,5.63,77.55,1.96,24.0,32.7,1.17
Argentina,2015,World Bank Open Data (API) | citypopulation.de (supplement),Good,43477012,17.665,7.449,1.04725888735726,2.35,76.6,91.4923019108628,10,594749285413.212,13679.6264980954,2.73115982828944,,7.577,19.6703052646326,15.8,7.36,78.07,2.2,92.0,32.4,0.84
Argentina,2016,World Bank Open Data (API) | citypopulation.de (supplement),Good,43900313,16.789,7.865,0.968911125580978,2.241,76.105,91.5856817228217,9.7,557532320662.955,12699.9623137756,-2.08032784377811,,8.088,20.4045569707469,15.8,7.36,78.07,2.2,92.0,32.4,0.84
Argentina,2017,World Bank Open Data (API) | citypopulation.de (supplement),Good,44288894,16.155,7.682,0.881249595012674,2.168,76.543,91.6776028433824,9.4,643628393281.364,14532.5009308511,2.81850297775918,,8.347,19.5114139324649,15.8,7.36,78.07,2.2,92.0,32.4,0.84
Argentina,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,44654882,15.332,7.583,0.822969480473088,2.067,76.77,91.7679941327998,9.1,524819892360.176,11752.7998922979,-2.61739646282038,34.2772237131003,9.22,24.2488903055263,15.8,7.36,78.07,2.2,92.0,32.4,0.84
Argentina,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,44973465,13.902,7.676,0.710900853077743,1.882,76.847,91.8567844513802,8.9,447754683615.225,9955.97478680428,-2.00086100285785,53.5483043492339,9.843,25.5139709712499,15.8,7.36,78.07,2.2,92.0,32.4,0.84
Argentina,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,45191965,11.799,8.45,0.484665636741261,1.601,75.878,91.9439026594897,8.7,385740508436.965,8535.59938004389,-9.9004848136464,42.0150947376509,11.461,25.2086565639736,15.8,7.36,78.07,2.2,92.0,32.4,0.84
Argentina,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,45312281,11.682,9.725,0.265879395046274,1.585,73.948,92.0292776175651,8.5,486564085480.036,10738.0179223384,10.4418119882506,48.4093786255199,8.736,29.0029626540922,15.8,7.36,78.07,2.2,92.0,32.4,0.84
Argentina,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,45407904,10.926,8.797,0.210808731072658,1.482,75.806,92.112838186126,8.4,633993756301.08,13962.1894087223,6.02074537534855,72.430757531824,6.805,26.8840186998715,15.8,7.36,78.07,2.2,92.0,32.4,0.84
Argentina,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,45538401,11.064,7.668,0.286976121920089,1.5,77.395,92.1945132257907,8.2,649461687959.174,14261.8465667948,-1.85578803046339,133.488935594175,6.139,21.6816484498854,15.8,7.36,78.07,2.2,92.0,32.4,0.84
Argentina,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,45696159,11.086,7.732,0.345829819817895,1.504,77.543,92.2742315972952,8,638365455340.04,13969.7836603737,-1.34293072157739,219.883929014578,7.15,22.0060466657254,15.8,7.36,78.07,2.2,92.0,32.4,0.84
Armenia,2015,World Bank Open Data (API) | citypopulation.de (supplement),Complete,3004600,13.9,9.3,-0.305729335573084,1.6,74.8707317073171,64.4929623431549,12.8,10553337518.414,3512.39350276709,3.19999999896625,3.73169119261693,18.261,44.7630902712751,11.45,9.48,75.86,1.65,63.0,36.6,-0.35
Armenia,2016,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2992300,13.5,9.4,-0.410212518071397,1.6,74.8682926829268,64.5928753345316,12.2,10546136235.5219,3524.42476874707,0.199999999825991,-1.40360755900899,17.617,48.0270677989147,11.45,9.48,75.86,1.65,63.0,36.6,-0.35
Armenia,2017,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2979400,12.6,9.1,-0.432038450211669,1.6,75.2170731707317,64.7124948593667,11.7,11527458709.0158,3869.05373867752,7.50000000164144,0.969553268816137,17.704,55.8145568976783,11.45,9.48,75.86,1.65,63.0,36.6,-0.35
Armenia,2018,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2969000,12.3,8.7,-0.349674218173286,1.6,75.619512195122,64.8502833795679,11.2,12457940694.7395,4196.00562301769,5.19999999965324,2.52023382001637,18.966,59.1991901447577,11.45,9.48,75.86,1.65,63.0,36.6,-0.35
Armenia,2019,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2962500,12.2,8.8,-0.219168932037313,1.6,76.2219512195122,65.0047033570428,10.7,13619290539.2116,4597.22887399548,7.59999999853918,1.44344660770698,18.304,59.8709600659714,11.45,9.48,75.86,1.65,63.0,36.6,-0.35
Armenia,2020,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2961500,12.3,12.2,-0.0337609726366775,1.7,73.3756097560976,65.174217253699,10.2,12641698583.2152,4268.68093304583,-7.19999999920631,1.21143577838464,18.175,56.1870697457608,11.45,9.48,75.86,1.65,63.0,36.6,-0.35
Armenia,2021,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2962300,12.4,11.6,0.0270096898904032,1.7,72.2780487804878,65.3572875314441,9.7,13878908628.9378,4685.17997128509,5.80000000065645,7.1848362944337,15.469,60.3793873426584,11.45,9.48,75.86,1.65,63.0,36.6,-0.35
Armenia,2022,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2969200,12.3,9,0.2326562627468,1.7,74.7658536585366,65.5624462874485,9.3,19513506553.1251,6571.97445545099,12.5999999997766,8.64091108973854,13.451,72.4062585139894,11.45,9.48,75.86,1.65,63.0,36.6,-0.35
Armenia,2023,World Bank Open Data (API) | citypopulation.de (supplement),Complete,2964300,12.3,8.2,-0.165163937436499,1.9,77.4658536585366,65.6956882008852,8.9,24185982215.6543,8159.08720967996,8.29999999959539,1.98041877615553,12.405,88.108888074048,11.45,9.48,75.86,1.65,63.0,36.6,-0.35
Armenia,2024,World Bank Open Data (API) | citypopulation.de (supplement),Complete,3033500,11.1,8.4,2.30761515133256,1.7,78.319512195122,65.8113671449901,8.5,25955275380.0321,8556.21406956719,5.90000000046228,0.269511978259125,12.405,116.19603166762,11.45,9.48,75.86,1.65,63.0,36.6,-0.35
Aruba,2015,World Bank Open Data (API) | citypopulation.de (supplement),Good,107906,11.556,6.367,1.02370103122312,1.899,75.405,63.2288374043053,,2962906703.91061,27458.2201537506,3.61147995361162,0.474763597342641,,53.3260125239389,11.95,8.54,77.76,1.83,44.0,39.9,1.17
Aruba,2016,World Bank Open Data (API) | citypopulation.de (supplement),Good,108727,11.625,7.257,0.75796755862231,1.848,75.54,63.0077880571142,,2983637430.1676,27441.5502144601,1.23433537363427,-0.93119598707956,,47.659946400395,11.95,8.54,77.76,1.83,44.0,39.9,1.17
Aruba,2017,World Bank Open Data (API) | citypopulation.de (supplement),Good,108735,11.477,6.594,0.007357607309414,1.785,75.62,62.7768488886109,,3092427932.96089,28440.0416881491,3.49342985290626,-1.02828178762012,,40.7123472977607,11.95,8.54,77.76,1.83,44.0,39.9,1.17
Aruba,2018,World Bank Open Data (API) | citypopulation.de (supplement),Good,108908,10.807,6.703,0.158975971141518,1.732,75.88,62.5367636985996,,3276187709.49721,30082.1584226798,3.21247111920076,3.6260414135296,,43.5261995479144,11.95,8.54,77.76,1.83,44.0,39.9,1.17
Aruba,2019,World Bank Open Data (API) | citypopulation.de (supplement),Good,109203,10.842,6.145,0.270504632854835,1.701,76.019,62.288276286885,,3346623191.45988,30645.8906024548,1.22511225158814,4.25746204335427,,39.9507181869725,11.95,8.54,77.76,1.83,44.0,39.9,1.17
