Country,Region_Name,Region_Type,Reference_Date,Population,Area_km2,Data_Source,Notes
Vietnam,Hà Giang,Province,2019-04-01,854679,7930.0,citypopulation.de,
Vietnam,Hải Dương,Province,1999-04-01,1650624,1668.0,citypopulation.de,
Vietnam,Hải Dương,Province,2009-04-01,1705059,1668.0,citypopulation.de,
Vietnam,Hải Dương,Province,2019-04-01,1892254,1668.0,citypopulation.de,
Vietnam,Hải Phòng,Province,1999-04-01,1672425,1562.0,citypopulation.de,
Vietnam,Hải Phòng,Province,2009-04-01,1837173,1562.0,citypopulation.de,
Vietnam,Hải Phòng,Province,2019-04-01,2028514,1562.0,citypopulation.de,
Vietnam,Hà Nam,Province,1999-04-01,793103,862.0,citypopulation.de,
Vietnam,Hà Nam,Province,2009-04-01,784045,862.0,citypopulation.de,
Vietnam,Hà Nam,Province,2019-04-01,852800,862.0,citypopulation.de,
Vietnam,Hà Nội(incl. Hà Tây) [Hanoi],Province,1999-04-01,5053604,3359.0,citypopulation.de,
Vietnam,Hà Nội(incl. Hà Tây) [Hanoi],Province,2009-04-01,6451909,3359.0,citypopulation.de,
Vietnam,Hà Nội(incl. Hà Tây) [Hanoi],Province,2019-04-01,8053663,3359.0,citypopulation.de,
Vietnam,Hà Tĩnh,Province,1999-04-01,1268968,5991.0,citypopulation.de,
Vietnam,Hà Tĩnh,Province,2009-04-01,1227038,5991.0,citypopulation.de,
Vietnam,Hà Tĩnh,Province,2019-04-01,1288866,5991.0,citypopulation.de,
Vietnam,Hậu Giang,Province,1999-04-01,704000,1622.0,citypopulation.de,
Vietnam,Hậu Giang,Province,2009-04-01,757300,1622.0,citypopulation.de,
Vietnam,Hậu Giang,Province,2019-04-01,733017,1622.0,citypopulation.de,
Vietnam,Hòa Bình,Province,1999-04-01,756713,4591.0,citypopulation.de,
Vietnam,Hòa Bình,Province,2009-04-01,785217,4591.0,citypopulation.de,
Vietnam,Hòa Bình,Province,2019-04-01,854131,4591.0,citypopulation.de,
Vietnam,Hưng Yên,Province,1999-04-01,1069158,930.0,citypopulation.de,
Vietnam,Hưng Yên,Province,2009-04-01,1127903,930.0,citypopulation.de,
Vietnam,Hưng Yên,Province,2019-04-01,1252731,930.0,citypopulation.de,
Vietnam,Khánh Hòa,Province,1999-04-01,1031395,5138.0,citypopulation.de,
Vietnam,Khánh Hòa,Province,2009-04-01,1157604,5138.0,citypopulation.de,
Vietnam,Khánh Hòa,Province,2019-04-01,1231107,5138.0,citypopulation.de,
Vietnam,Kiên Giang,Province,1999-04-01,1497639,6349.0,citypopulation.de,
Vietnam,Kiên Giang,Province,2009-04-01,1688248,6349.0,citypopulation.de,
Vietnam,Kiên Giang,Province,2019-04-01,1723067,6349.0,citypopulation.de,
Vietnam,Kon Tum,Province,1999-04-01,314216,9674.0,citypopulation.de,
Vietnam,Kon Tum,Province,2009-04-01,430133,9674.0,citypopulation.de,
Vietnam,Kon Tum,Province,2019-04-01,540438,9674.0,citypopulation.de,
Vietnam,Lai Châu,Province,1999-04-01,288000,9069.0,citypopulation.de,
Vietnam,Lai Châu,Province,2009-04-01,370502,9069.0,citypopulation.de,
Vietnam,Lai Châu,Province,2019-04-01,460196,9069.0,citypopulation.de,
Vietnam,Lâm Đồng,Province,1999-04-01,998027,9783.0,citypopulation.de,
Vietnam,Lâm Đồng,Province,2009-04-01,1187574,9783.0,citypopulation.de,
Vietnam,Lâm Đồng,Province,2019-04-01,1296906,9783.0,citypopulation.de,
Vietnam,Lạng Sơn,Province,1999-04-01,703824,8310.0,citypopulation.de,
Vietnam,Lạng Sơn,Province,2009-04-01,732515,8310.0,citypopulation.de,
Vietnam,Lạng Sơn,Province,2019-04-01,781655,8310.0,citypopulation.de,
Vietnam,Lào Cai,Province,1999-04-01,511000,6364.0,citypopulation.de,
Vietnam,Lào Cai,Province,2009-04-01,614595,6364.0,citypopulation.de,
Vietnam,Lào Cai,Province,2019-04-01,730420,6364.0,citypopulation.de,
Vietnam,Long An,Province,1999-04-01,1305687,4495.0,citypopulation.de,
Vietnam,Long An,Province,2009-04-01,1436066,4495.0,citypopulation.de,
Vietnam,Long An,Province,2019-04-01,1688547,4495.0,citypopulation.de,
Vietnam,Nam Định,Province,1999-04-01,1890240,1668.0,citypopulation.de,
Vietnam,Nam Định,Province,2009-04-01,1828111,1668.0,citypopulation.de,
Vietnam,Nam Định,Province,2019-04-01,1780393,1668.0,citypopulation.de,
Vietnam,Nghệ An,Province,1999-04-01,2858748,16482.0,citypopulation.de,
Vietnam,Nghệ An,Province,2009-04-01,2912041,16482.0,citypopulation.de,
Vietnam,Nghệ An,Province,2019-04-01,3327791,16482.0,citypopulation.de,
Vietnam,Ninh Bình,Province,1999-04-01,884155,1387.0,citypopulation.de,
Vietnam,Ninh Bình,Province,2009-04-01,898999,1387.0,citypopulation.de,
Vietnam,Ninh Bình,Province,2019-04-01,982487,1387.0,citypopulation.de,
Vietnam,Ninh Thuận,Province,1999-04-01,504997,3355.0,citypopulation.de,
Vietnam,Ninh Thuận,Province,2009-04-01,564993,3355.0,citypopulation.de,
Vietnam,Ninh Thuận,Province,2019-04-01,590467,3355.0,citypopulation.de,
Vietnam,Phú Thọ,Province,1999-04-01,1261559,3535.0,citypopulation.de,
Vietnam,Phú Thọ,Province,2009-04-01,1316389,3535.0,citypopulation.de,
Vietnam,Phú Thọ,Province,2019-04-01,1463726,3535.0,citypopulation.de,
Vietnam,Phú Yên,Province,1999-04-01,787282,5023.0,citypopulation.de,
Vietnam,Phú Yên,Province,2009-04-01,862231,5023.0,citypopulation.de,
Vietnam,Phú Yên,Province,2019-04-01,872964,5023.0,citypopulation.de,
Vietnam,Quảng Bình,Province,1999-04-01,794880,8000.0,citypopulation.de,
Vietnam,Quảng Bình,Province,2009-04-01,844893,8000.0,citypopulation.de,
Vietnam,Quảng Bình,Province,2019-04-01,895430,8000.0,citypopulation.de,
Vietnam,Quảng Nam,Province,1999-04-01,1373687,10575.0,citypopulation.de,
Vietnam,Quảng Nam,Province,2009-04-01,1422319,10575.0,citypopulation.de,
Vietnam,Quảng Nam,Province,2019-04-01,1495812,10575.0,citypopulation.de,
Vietnam,Quảng Ngãi,Province,1999-04-01,1190144,5152.0,citypopulation.de,
Vietnam,Quảng Ngãi,Province,2009-04-01,1216773,5152.0,citypopulation.de,
Vietnam,Quảng Ngãi,Province,2019-04-01,1231697,5152.0,citypopulation.de,
Vietnam,Quảng Ninh,Province,1999-04-01,1004839,6178.0,citypopulation.de,
Vietnam,Quảng Ninh,Province,2009-04-01,1144988,6178.0,citypopulation.de,
Vietnam,Quảng Ninh,Province,2019-04-01,1320324,6178.0,citypopulation.de,
Vietnam,Quảng Trị,Province,1999-04-01,572921,4622.0,citypopulation.de,
Vietnam,Quảng Trị,Province,2009-04-01,598324,4622.0,citypopulation.de,
Vietnam,Quảng Trị,Province,2019-04-01,632375,4622.0,citypopulation.de,
Vietnam,Sóc Trăng,Province,1999-04-01,1172404,3312.0,citypopulation.de,
Vietnam,Sóc Trăng,Province,2009-04-01,1292853,3312.0,citypopulation.de,
Vietnam,Sóc Trăng,Province,2019-04-01,1199653,3312.0,citypopulation.de,
Vietnam,Sơn La,Province,1999-04-01,882077,14124.0,citypopulation.de,
Vietnam,Sơn La,Province,2009-04-01,1076055,14124.0,citypopulation.de,
Vietnam,Sơn La,Province,2019-04-01,1248415,14124.0,citypopulation.de,
Vietnam,Tây Ninh,Province,1999-04-01,967097,4041.0,citypopulation.de,
Vietnam,Tây Ninh,Province,2009-04-01,1066513,4041.0,citypopulation.de,
Vietnam,Tây Ninh,Province,2019-04-01,1169165,4041.0,citypopulation.de,
Vietnam,Thái Bình,Province,1999-04-01,1786382,1586.0,citypopulation.de,
Vietnam,Thái Bình,Province,2009-04-01,1781842,1586.0,citypopulation.de,
Vietnam,Thái Bình,Province,2019-04-01,1860447,1586.0,citypopulation.de,
Vietnam,Thái Nguyên,Province,1999-04-01,1045906,3527.0,citypopulation.de,
Vietnam,Thái Nguyên,Province,2009-04-01,1123116,3527.0,citypopulation.de,
Vietnam,Thái Nguyên,Province,2019-04-01,1286751,3527.0,citypopulation.de,
Vietnam,Thanh Hóa,Province,1999-04-01,3467307,11115.0,citypopulation.de,
Vietnam,Thanh Hóa,Province,2009-04-01,3400595,11115.0,citypopulation.de,
Vietnam,Thanh Hóa,Province,2019-04-01,3640128,11115.0,citypopulation.de,
Vietnam,Thành Phố Hồ Chí Minh[Ho Chi Minh City],Province,1999-04-01,5034058,2061.0,citypopulation.de,
Vietnam,Thành Phố Hồ Chí Minh[Ho Chi Minh City],Province,2009-04-01,7162864,2061.0,citypopulation.de,
Vietnam,Thành Phố Hồ Chí Minh[Ho Chi Minh City],Province,2019-04-01,8993082,2061.0,citypopulation.de,
Vietnam,Thừa Thiên - Huế,Province,1999-04-01,1044875,4902.0,citypopulation.de,
Vietnam,Thừa Thiên - Huế,Province,2009-04-01,1087420,4902.0,citypopulation.de,
Vietnam,Thừa Thiên - Huế,Province,2019-04-01,1128620,4902.0,citypopulation.de,
Vietnam,Tiền Giang,Province,1999-04-01,1604165,2511.0,citypopulation.de,
Vietnam,Tiền Giang,Province,2009-04-01,1672271,2511.0,citypopulation.de,
Vietnam,Tiền Giang,Province,2019-04-01,1764185,2511.0,citypopulation.de,
Vietnam,Trà Vinh,Province,1999-04-01,966949,2358.0,citypopulation.de,
Vietnam,Trà Vinh,Province,2009-04-01,1003012,2358.0,citypopulation.de,
Vietnam,Trà Vinh,Province,2019-04-01,1009168,2358.0,citypopulation.de,
Vietnam,Tuyên Quang,Province,1999-04-01,676174,5868.0,citypopulation.de,
Vietnam,Tuyên Quang,Province,2009-04-01,724821,5868.0,citypopulation.de,
Vietnam,Tuyên Quang,Province,2019-04-01,784811,5868.0,citypopulation.de,
Vietnam,Vĩnh Long,Province,1999-04-01,1010521,1526.0,citypopulation.de,
Vietnam,Vĩnh Long,Province,2009-04-01,1024707,1526.0,citypopulation.de,
Vietnam,Vĩnh Long,Province,2019-04-01,1022791,1526.0,citypopulation.de,
Vietnam,Vĩnh Phúc,Province,1999-04-01,1092040,1235.0,citypopulation.de,
Vietnam,Vĩnh Phúc,Province,2009-04-01,999786,1235.0,citypopulation.de,
Vietnam,Vĩnh Phúc,Province,2019-04-01,1151154,1235.0,citypopulation.de,
Vietnam,Yên Bái,Province,1999-04-01,679068,6888.0,citypopulation.de,
Vietnam,Yên Bái,Province,2009-04-01,740397,6888.0,citypopulation.de,
Vietnam,Yên Bái,Province,2019-04-01,821030,6888.0,citypopulation.de,
Thailand,Bangkok Metropolitan(Krung Thep Mahanakhon Lae Parimonthon),Region,2005-12-31,9785136,7762.0,citypopulation.de,
Thailand,Bangkok Metropolitan(Krung Thep Mahanakhon Lae Parimonthon),Region,2010-12-31,10326093,7762.0,citypopulation.de,
Thailand,Bangkok Metropolitan(Krung Thep Mahanakhon Lae Parimonthon),Region,2015-12-31,10708475,7762.0,citypopulation.de,
Thailand,Bangkok Metropolitan(Krung Thep Mahanakhon Lae Parimonthon),Region,2019-12-31,10944863,7762.0,citypopulation.de,
Thailand,Central,Region,2005-12-31,2942459,16594.0,citypopulation.de,
Thailand,Central,Region,2010-12-31,2989899,16594.0,citypopulation.de,
Thailand,Central,Region,2015-12-31,3030942,16594.0,citypopulation.de,
Thailand,Central,Region,2019-12-31,3036366,16594.0,citypopulation.de,
Thailand,Eastern,Region,2005-12-31,4333848,36503.0,citypopulation.de,
Thailand,Eastern,Region,2010-12-31,4615571,36503.0,citypopulation.de,
Thailand,Eastern,Region,2015-12-31,4903106,36503.0,citypopulation.de,
Thailand,Eastern,Region,2019-12-31,5102557,36503.0,citypopulation.de,
Thailand,Northeastern(Isan),Region,2005-12-31,21328111,168855.0,citypopulation.de,
Thailand,Northeastern(Isan),Region,2010-12-31,21573318,168855.0,citypopulation.de,
Thailand,Northeastern(Isan),Region,2015-12-31,21916034,168855.0,citypopulation.de,
Thailand,Northeastern(Isan),Region,2019-12-31,22014248,168855.0,citypopulation.de,
Thailand,Northern,Region,2005-12-31,11883517,169644.0,citypopulation.de,
Thailand,Northern,Region,2010-12-31,11788411,169644.0,citypopulation.de,
Thailand,Northern,Region,2015-12-31,12072421,169644.0,citypopulation.de,
Thailand,Northern,Region,2019-12-31,12119572,169644.0,citypopulation.de,
Thailand,Southern,Region,2005-12-31,8516860,70715.0,citypopulation.de,
Thailand,Southern,Region,2010-12-31,8893050,70715.0,citypopulation.de,
Thailand,Southern,Region,2015-12-31,9290708,70715.0,citypopulation.de,
Thailand,Southern,Region,2019-12-31,9493757,70715.0,citypopulation.de,
Thailand,Western,Region,2005-12-31,3628123,43047.0,citypopulation.de,
Thailand,Western,Region,2010-12-31,3691925,43047.0,citypopulation.de,
Thailand,Western,Region,2015-12-31,3807412,43047.0,citypopulation.de,
Thailand,Western,Region,2019-12-31,3847572,43047.0,citypopulation.de,
Indonesia,Aceh,Province,1990-10-30,3416156,57956.0,citypopulation.de,
Indonesia,Aceh,Province,2000-06-30,3929234,57956.0,citypopulation.de,
Indonesia,Aceh,Province,2010-05-01,4494410,57956.0,citypopulation.de,
Indonesia,Aceh,Province,2015-05-01,4993385,57956.0,citypopulation.de,
Indonesia,Aceh,Province,2020-09-15,5274871,57956.0,citypopulation.de,
Indonesia,Bali,Province,1990-10-30,2777811,5780.0,citypopulation.de,
Indonesia,Bali,Province,2000-06-30,3150057,5780.0,citypopulation.de,
Indonesia,Bali,Province,2010-05-01,3890757,5780.0,citypopulation.de,
Indonesia,Bali,Province,2015-05-01,4148588,5780.0,citypopulation.de,
Indonesia,Bali,Province,2020-09-15,4317404,5780.0,citypopulation.de,
Indonesia,Banten,Province,2000-06-30,8098277,9663.0,citypopulation.de,
Indonesia,Banten,Province,2010-05-01,10632166,9663.0,citypopulation.de,
Indonesia,Banten,Province,2015-05-01,11934373,9663.0,citypopulation.de,
Indonesia,Banten,Province,2020-09-15,11904562,9663.0,citypopulation.de,
Indonesia,Bengkulu,Province,1990-10-30,1179122,19919.0,citypopulation.de,
Indonesia,Bengkulu,Province,2000-06-30,1455500,19919.0,citypopulation.de,
Indonesia,Bengkulu,Province,2010-05-01,1715518,19919.0,citypopulation.de,
Indonesia,Bengkulu,Province,2015-05-01,1872136,19919.0,citypopulation.de,
Indonesia,Bengkulu,Province,2020-09-15,2010670,19919.0,citypopulation.de,
Indonesia,Gorontalo,Province,2000-06-30,833496,11257.0,citypopulation.de,
Indonesia,Gorontalo,Province,2010-05-01,1040164,11257.0,citypopulation.de,
Indonesia,Gorontalo,Province,2015-05-01,1131670,11257.0,citypopulation.de,
Indonesia,Gorontalo,Province,2020-09-15,1171681,11257.0,citypopulation.de,
Indonesia,Jakarta,Province,1990-10-30,8259266,664.0,citypopulation.de,
Indonesia,Jakarta,Province,2000-06-30,8361079,664.0,citypopulation.de,
Indonesia,Jakarta,Province,2010-05-01,9607787,664.0,citypopulation.de,
Indonesia,Jakarta,Province,2015-05-01,10154134,664.0,citypopulation.de,
Indonesia,Jakarta,Province,2020-09-15,10562088,664.0,citypopulation.de,
Indonesia,Jambi,Province,1990-10-30,2020568,50058.0,citypopulation.de,
Indonesia,Jambi,Province,2000-06-30,2407166,50058.0,citypopulation.de,
Indonesia,Jambi,Province,2010-05-01,3092265,50058.0,citypopulation.de,
Indonesia,Jambi,Province,2015-05-01,3397164,50058.0,citypopulation.de,
Indonesia,Jambi,Province,2020-09-15,3548228,50058.0,citypopulation.de,
Indonesia,Jawa Barat[West Java],Province,1990-10-30,35384352,35378.0,citypopulation.de,
Indonesia,Jawa Barat[West Java],Province,2000-06-30,35724093,35378.0,citypopulation.de,
Indonesia,Jawa Barat[West Java],Province,2010-05-01,43053732,35378.0,citypopulation.de,
Indonesia,Jawa Barat[West Java],Province,2015-05-01,46668214,35378.0,citypopulation.de,
Indonesia,Jawa Barat[West Java],Province,2020-09-15,48274162,35378.0,citypopulation.de,
Indonesia,Jawa Tengah[Central Java],Province,1990-10-30,28520643,32801.0,citypopulation.de,
Indonesia,Jawa Tengah[Central Java],Province,2000-06-30,31223258,32801.0,citypopulation.de,
Indonesia,Jawa Tengah[Central Java],Province,2010-05-01,32382657,32801.0,citypopulation.de,
Indonesia,Jawa Tengah[Central Java],Province,2015-05-01,33753023,32801.0,citypopulation.de,
Indonesia,Jawa Tengah[Central Java],Province,2020-09-15,36516035,32801.0,citypopulation.de,
Indonesia,Jawa Timur[East Java],Province,1990-10-30,32503991,47800.0,citypopulation.de,
Indonesia,Jawa Timur[East Java],Province,2000-06-30,34765993,47800.0,citypopulation.de,
Indonesia,Jawa Timur[East Java],Province,2010-05-01,37476757,47800.0,citypopulation.de,
Indonesia,Jawa Timur[East Java],Province,2015-05-01,38828061,47800.0,citypopulation.de,
Indonesia,Jawa Timur[East Java],Province,2020-09-15,40665696,47800.0,citypopulation.de,
Indonesia,Kalimantan Barat[West Borneo],Province,1990-10-30,3229153,147307.0,citypopulation.de,
Indonesia,Kalimantan Barat[West Borneo],Province,2000-06-30,4016353,147307.0,citypopulation.de,
Indonesia,Kalimantan Barat[West Borneo],Province,2010-05-01,4395983,147307.0,citypopulation.de,
Indonesia,Kalimantan Barat[West Borneo],Province,2015-05-01,4783209,147307.0,citypopulation.de,
Indonesia,Kalimantan Barat[West Borneo],Province,2020-09-15,5414390,147307.0,citypopulation.de,
Indonesia,Kalimantan Selatan[South Borneo],Province,1990-10-30,2597572,38744.0,citypopulation.de,
Indonesia,Kalimantan Selatan[South Borneo],Province,2000-06-30,2984026,38744.0,citypopulation.de,
Indonesia,Kalimantan Selatan[South Borneo],Province,2010-05-01,3626616,38744.0,citypopulation.de,
Indonesia,Kalimantan Selatan[South Borneo],Province,2015-05-01,3984315,38744.0,citypopulation.de,
Indonesia,Kalimantan Selatan[South Borneo],Province,2020-09-15,4073584,38744.0,citypopulation.de,
Indonesia,Kalimantan Tengah[Central Borneo],Province,1990-10-30,1396486,153565.0,citypopulation.de,
Indonesia,Kalimantan Tengah[Central Borneo],Province,2000-06-30,1855473,153565.0,citypopulation.de,
Indonesia,Kalimantan Tengah[Central Borneo],Province,2010-05-01,2212089,153565.0,citypopulation.de,
Indonesia,Kalimantan Tengah[Central Borneo],Province,2015-05-01,2490178,153565.0,citypopulation.de,
Indonesia,Kalimantan Tengah[Central Borneo],Province,2020-09-15,2669969,153565.0,citypopulation.de,
Indonesia,Kalimantan Timur[East Borneo],Province,1990-10-30,1876663,129067.0,citypopulation.de,
Indonesia,Kalimantan Timur[East Borneo],Province,2000-06-30,2451895,129067.0,citypopulation.de,
Indonesia,Kalimantan Timur[East Borneo],Province,2010-05-01,3028487,129067.0,citypopulation.de,
Indonesia,Kalimantan Timur[East Borneo],Province,2015-05-01,3422676,129067.0,citypopulation.de,
Indonesia,Kalimantan Timur[East Borneo],Province,2020-09-15,3766039,129067.0,citypopulation.de,
Indonesia,Kalimantan Utara[North Borneo],Province,2010-05-01,524656,75468.0,citypopulation.de,
Indonesia,Kalimantan Utara[North Borneo],Province,2015-05-01,639639,75468.0,citypopulation.de,
Indonesia,Kalimantan Utara[North Borneo],Province,2020-09-15,701814,75468.0,citypopulation.de,
Indonesia,Kepulauan Bangka Belitung[Bangka Belitung Islands],Province,2000-06-30,899968,16424.0,citypopulation.de,
Indonesia,Kepulauan Bangka Belitung[Bangka Belitung Islands],Province,2010-05-01,1223296,16424.0,citypopulation.de,
Indonesia,Kepulauan Bangka Belitung[Bangka Belitung Islands],Province,2015-05-01,1370331,16424.0,citypopulation.de,
Indonesia,Kepulauan Bangka Belitung[Bangka Belitung Islands],Province,2020-09-15,1455678,16424.0,citypopulation.de,
Indonesia,Kepulauan Riau[Riau Islands],Province,2000-06-30,1040207,8202.0,citypopulation.de,
Indonesia,Kepulauan Riau[Riau Islands],Province,2010-05-01,1679163,8202.0,citypopulation.de,
Indonesia,Kepulauan Riau[Riau Islands],Province,2015-05-01,1968313,8202.0,citypopulation.de,
Indonesia,Kepulauan Riau[Riau Islands],Province,2020-09-15,2064564,8202.0,citypopulation.de,
Indonesia,Lampung,Province,1990-10-30,6017573,34624.0,citypopulation.de,
Indonesia,Lampung,Province,2000-06-30,6730751,34624.0,citypopulation.de,
Indonesia,Lampung,Province,2010-05-01,7608405,34624.0,citypopulation.de,
Indonesia,Lampung,Province,2015-05-01,8109601,34624.0,citypopulation.de,
Indonesia,Lampung,Province,2020-09-15,9007848,34624.0,citypopulation.de,
Indonesia,Papua(Irian Jaya),Province,1990-10-30,1648708,319036.0,citypopulation.de,
Indonesia,Papua(Irian Jaya),Province,2000-06-30,1684144,319036.0,citypopulation.de,
Indonesia,Papua(Irian Jaya),Province,2010-05-01,2833381,319036.0,citypopulation.de,
Indonesia,Papua(Irian Jaya),Province,2015-05-01,3143088,319036.0,citypopulation.de,
Indonesia,Papua(Irian Jaya),Province,2020-09-15,4303707,319036.0,citypopulation.de,
Indonesia,Papua Barat(Irian Jaya Barat) [West Papua],Province,2000-06-30,529689,97024.0,citypopulation.de,
Indonesia,Papua Barat(Irian Jaya Barat) [West Papua],Province,2010-05-01,760422,97024.0,citypopulation.de,
Indonesia,Papua Barat(Irian Jaya Barat) [West Papua],Province,2015-05-01,868819,97024.0,citypopulation.de,
Indonesia,Papua Barat(Irian Jaya Barat) [West Papua],Province,2020-09-15,1134068,97024.0,citypopulation.de,
Indonesia,Riau,Province,1990-10-30,3303976,87024.0,citypopulation.de,
Indonesia,Riau,Province,2000-06-30,3907763,87024.0,citypopulation.de,
Indonesia,Riau,Province,2010-05-01,5538367,87024.0,citypopulation.de,
Indonesia,Riau,Province,2015-05-01,6330941,87024.0,citypopulation.de,
Indonesia,Riau,Province,2020-09-15,6394087,87024.0,citypopulation.de,
Indonesia,Sulawesi Barat(Sulbar) [West Sulawesi],Province,2000-06-30,891618,16787.0,citypopulation.de,
Indonesia,Sulawesi Barat(Sulbar) [West Sulawesi],Province,2010-05-01,1158651,16787.0,citypopulation.de,
Indonesia,Sulawesi Barat(Sulbar) [West Sulawesi],Province,2015-05-01,1279994,16787.0,citypopulation.de,
Indonesia,Sulawesi Barat(Sulbar) [West Sulawesi],Province,2020-09-15,1419229,16787.0,citypopulation.de,
Indonesia,Sulawesi Selatan[South Sulawesi],Province,1990-10-30,6981646,46717.0,citypopulation.de,
Indonesia,Sulawesi Selatan[South Sulawesi],Province,2000-06-30,7159170,46717.0,citypopulation.de,
Indonesia,Sulawesi Selatan[South Sulawesi],Province,2010-05-01,8034776,46717.0,citypopulation.de,
Indonesia,Sulawesi Selatan[South Sulawesi],Province,2015-05-01,8512608,46717.0,citypopulation.de,
Indonesia,Sulawesi Selatan[South Sulawesi],Province,2020-09-15,9073509,46717.0,citypopulation.de,
Indonesia,Sulawesi Tengah[Central Sulawesi],Province,1990-10-30,1711327,61841.0,citypopulation.de,
Indonesia,Sulawesi Tengah[Central Sulawesi],Province,2000-06-30,2175993,61841.0,citypopulation.de,
Indonesia,Sulawesi Tengah[Central Sulawesi],Province,2010-05-01,2635009,61841.0,citypopulation.de,
Indonesia,Sulawesi Tengah[Central Sulawesi],Province,2015-05-01,2872857,61841.0,citypopulation.de,
Indonesia,Sulawesi Tengah[Central Sulawesi],Province,2020-09-15,2985734,61841.0,citypopulation.de,
Indonesia,Sulawesi Tenggara[Southeast Sulawesi],Province,1990-10-30,1349619,38068.0,citypopulation.de,
Indonesia,Sulawesi Tenggara[Southeast Sulawesi],Province,2000-06-30,1820379,38068.0,citypopulation.de,
Indonesia,Sulawesi Tenggara[Southeast Sulawesi],Province,2010-05-01,2232586,38068.0,citypopulation.de,
Indonesia,Sulawesi Tenggara[Southeast Sulawesi],Province,2015-05-01,2495248,38068.0,citypopulation.de,
Indonesia,Sulawesi Tenggara[Southeast Sulawesi],Province,2020-09-15,2624875,38068.0,citypopulation.de,
Indonesia,Sulawesi Utara[North Sulawesi],Province,1990-10-30,2478119,13852.0,citypopulation.de,
Indonesia,Sulawesi Utara[North Sulawesi],Province,2000-06-30,2000872,13852.0,citypopulation.de,
Indonesia,Sulawesi Utara[North Sulawesi],Province,2010-05-01,2270596,13852.0,citypopulation.de,
Indonesia,Sulawesi Utara[North Sulawesi],Province,2015-05-01,2409921,13852.0,citypopulation.de,
Indonesia,Sulawesi Utara[North Sulawesi],Province,2020-09-15,2621923,13852.0,citypopulation.de,
Indonesia,Sumatera Barat[West Sumatra],Province,1990-10-30,4000207,42013.0,citypopulation.de,
Indonesia,Sumatera Barat[West Sumatra],Province,2000-06-30,4248515,42013.0,citypopulation.de,
Indonesia,Sumatera Barat[West Sumatra],Province,2010-05-01,4846909,42013.0,citypopulation.de,
Indonesia,Sumatera Barat[West Sumatra],Province,2015-05-01,5190577,42013.0,citypopulation.de,
Indonesia,Sumatera Barat[West Sumatra],Province,2020-09-15,5534472,42013.0,citypopulation.de,
Indonesia,Sumatera Selatan[South Sumatra],Province,1990-10-30,6313074,91592.0,citypopulation.de,
Indonesia,Sumatera Selatan[South Sumatra],Province,2000-06-30,6210800,91592.0,citypopulation.de,
Indonesia,Sumatera Selatan[South Sumatra],Province,2010-05-01,7450394,91592.0,citypopulation.de,
Indonesia,Sumatera Selatan[South Sumatra],Province,2015-05-01,8043042,91592.0,citypopulation.de,
Indonesia,Sumatera Selatan[South Sumatra],Province,2020-09-15,8467432,91592.0,citypopulation.de,
Indonesia,Sumatera Utara[North Sumatra],Province,1990-10-30,10256027,72981.0,citypopulation.de,
Indonesia,Sumatera Utara[North Sumatra],Province,2000-06-30,11642488,72981.0,citypopulation.de,
Indonesia,Sumatera Utara[North Sumatra],Province,2010-05-01,12982204,72981.0,citypopulation.de,
Indonesia,Sumatera Utara[North Sumatra],Province,2015-05-01,13923262,72981.0,citypopulation.de,
Indonesia,Sumatera Utara[North Sumatra],Province,2020-09-15,14799361,72981.0,citypopulation.de,
Indonesia,Yogyakarta,Province,1990-10-30,2913054,3133.0,citypopulation.de,
Indonesia,Yogyakarta,Province,2000-06-30,3121045,3133.0,citypopulation.de,
Indonesia,Yogyakarta,Province,2010-05-01,3457491,3133.0,citypopulation.de,
Indonesia,Yogyakarta,Province,2015-05-01,3675768,3133.0,citypopulation.de,
Indonesia,Yogyakarta,Province,2020-09-15,3668719,3133.0,citypopulation.de,
Philippines,LUZ,Island Group/Metro,1990-05-01,33357887,138297.0,citypopulation.de,
Philippines,LUZ,Island Group/Metro,2000-05-01,42822878,138297.0,citypopulation.de,
Philippines,LUZ,Island Group/Metro,2010-05-01,52362999,138297.0,citypopulation.de,
Philippines,LUZ,Island Group/Metro,2015-08-01,57470097,138297.0,citypopulation.de,
Philippines,LUZ,Island Group/Metro,2020-08-01,62196942,138297.0,citypopulation.de,
Philippines,LUZ,Island Group/Metro,2024-07-01,64162977,138297.0,citypopulation.de,
Philippines,MIN,Island Group/Metro,1990-05-01,14298764,99949.0,citypopulation.de,
Philippines,MIN,Island Group/Metro,2000-05-01,18133864,99949.0,citypopulation.de,
Philippines,MIN,Island Group/Metro,2010-05-01,21968174,99949.0,citypopulation.de,
Philippines,MIN,Island Group/Metro,2015-08-01,24135775,99949.0,citypopulation.de,
Philippines,MIN,Island Group/Metro,2020-08-01,26252442,99949.0,citypopulation.de,
Philippines,MIN,Island Group/Metro,2024-07-01,27531140,99949.0,citypopulation.de,
Philippines,VIZ,Island Group/Metro,1990-05-01,13041947,55163.0,citypopulation.de,
Philippines,VIZ,Island Group/Metro,2000-05-01,15528346,55163.0,citypopulation.de,
Philippines,VIZ,Island Group/Metro,2010-05-01,18003940,55163.0,citypopulation.de,
Philippines,VIZ,Island Group/Metro,2015-08-01,19373431,55163.0,citypopulation.de,
Philippines,VIZ,Island Group/Metro,2020-08-01,20583861,55163.0,citypopulation.de,
